name,categories,subcategories,regions,online_redeem,voucher_min,voucher_max,top_products,url
גרין רול סושי,מסעדות וקולינריה,מסעדות ומזון מהיר,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574105
HELENA- מותג אופנה,אופנה ושופינג,אופנת בוטיק ישראלית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574063
חוות צהלה,חוויות,גיפט קארד לחוויות משותפות|חוויות אקסטרים,ירושלים והסביבה,no,1,1500,דרך היין (190); בין כרמים ושדות (250); החוויה המושלמת (325),https://buyme.co.il/supplier/17574086
טומוקה,מסעדות וקולינריה,מסעדות ומזון מהיר,,no,1,1500,,https://buyme.co.il/supplier/17574125
כפר הנופש דריה,מלונות ונופש,מלונות בוטיק,צפון,no,1,1500,,https://buyme.co.il/supplier/17574096
לוטם דרעי,מסעדות וקולינריה,מסעדות ומזון מהיר|בתי קפה,צפון|חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574117
LOOCO,מסעדות וקולינריה,מסעדות ומזון מהיר,חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574123
lilibloom,תינוקות וילדים|אופנה ושופינג,אופנת בוטיק ישראלית|הלבשה תחתונה,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574073
מלון מולאן,מלונות ונופש,מלונות בוטיק,,no,1,1500,,https://buyme.co.il/supplier/17574116
מלון נוף,מלונות ונופש,מלונות בוטיק,חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574097
מלון רוקסון רד סי אילת,מלונות ונופש,מלונות יוקרה,דרום|אילת והערבה,no,1,1500,ארוחת בוקר ליחיד באמצע השבוע (150),https://buyme.co.il/supplier/17574080
מלונות 7EVEN,מלונות ונופש,מלונות בפריסה ארצית,"ת""א והסביבה|דרום",no,1,1500,,https://buyme.co.il/supplier/17574064
סקיני פסטה,,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574088
Anat Friedman,אופנה ושופינג,אופנת בוטיק ישראלית,,no,1,1500,,https://buyme.co.il/supplier/16554725
פיצ'פונים,סדנאות והעשרה|לגוף ולנפש|תינוקות וילדים,יועצים|סדנאות וקורסים|סדנאות והעשרה|ייעוץ וסדנאות להורים,מרכז|השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574108
צ'ירז,מסעדות וקולינריה|חוויות,חנויות קולינריה ואלכוהול|חוויות קולינריות|חוויות קולינריות,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574104
KIPULIM,לבית,טקסטיל ועיצוב הבית,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17574133
Roy Chocolate,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים|חנויות קולינריה ואלכוהול",מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573996
רויטל כהן- האקדמיה לנומרולוגיה,חוויות|סדנאות והעשרה|לגוף ולנפש,סדנאות והעשרה|יועצים|סדנאות וקורסים|סדנאות והעשרה,"מודיעין, השפלה והסביבה|מרכז|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17574077
moments ריטריטים,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סדנאות והעשרה,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17574140
עליזהל'ה,תינוקות וילדים|אופנה ושופינג,בגדי ילדים ותינוקות|בגדי ילדים ותינוקות,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574099
Pozitive,לבית|תינוקות וילדים,טקסטיל ועיצוב הבית|ריהוט חדרי ילדים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574137
יאסו,מסעדות וקולינריה,מסעדות שף|מסעדות ומזון מהיר,"מרכז|ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/872118
Ananda Spa,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,מרכז,no,1,1500,,https://buyme.co.il/supplier/17574142
ELIT SWIMWEAR,אופנה ושופינג,אופנת בוטיק ישראלית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574154
Getaway by BUYME,חוויות|תרבות ופנאי,גיפט קארד לחוויות משותפות|חוויות אקסטרים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574095
Gon Surfing,אופנה ושופינג,,"ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17574145
Jrpole,לגוף ולנפש,אימוני כושר,"מרכז|ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574160
MON'E תכשיטים,אופנה ושופינג,תכשיטים ושעונים,"מודיעין, השפלה והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17574143
Shape Patissier- By Tamar Shilon,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים",מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574163
SMASH ROOM,חוויות,גיפט קארד לחוויות משותפות|חוויות אקסטרים,מרכז,no,1,1500,,https://buyme.co.il/supplier/17574157
The Gutman Hotel,מלונות ונופש,מלונות בוטיק,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574152
VALHALLA,לגוף ולנפש,ציוד ספורט ואקסטרים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574165
אומינו סושי ראשון לציון,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,"מרכז|מודיעין, השפלה והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574065
באשר פרומוז'רי,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,סניפים בפריסה ארצית,no,1,1500,מארז גבינות וממרחים (180),https://buyme.co.il/supplier/17574167
בון סטריט,לבית,חיות מחמד,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574155
גורילה,מסעדות וקולינריה,מסעדות ומזון מהיר|בתי קפה|מסעדות כשרות,מרכז,no,1,1500,ארוחת בוקר יחיד (76); ארוחת בוקר זוגית (142),https://buyme.co.il/supplier/17574159
GROOVIM,אופנה ושופינג,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574168
toi.shop,תינוקות וילדים,צעצועים,"ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17574148
דני בוי,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חנויות קולינריה ואלכוהול|חוויות קולינריות|גיפט קארד לחוויות משותפות|חוויות קולינריות|סדנאות והעשרה|סדנאות והעשרה,מימוש אונליין,yes,1,1500,כרטיס יחיד לסדנת קוקטיילים חווייתית בסטודיו Bubu תל אביב (300); סדנת קוקטיילים חווייתית בסטודיו Bubu תל אביב לקבוצת חברים (1200); ערכת ברמן מקצועית - עם חריטה אישית (235),https://buyme.co.il/supplier/17574146
פודסטפס,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חוויות קולינריות|גיפט קארד לחוויות משותפות|חוויות קולינריות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,"ת""א והסביבה|מימוש אונליין",yes,1,1001,שובר זוגי לסדנאות בישול (650); שובר יחיד לסדנאות בישול (340); שובר זוגי לסדנת גורמה (750),https://buyme.co.il/supplier/345643
Balaguna,חוויות,גיפט קארד לחוויות משותפות,מרכז,no,1,1500,,https://buyme.co.il/supplier/17574215
COLORIA TLV,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|העשרה|סדנאות והעשרה,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574189
decorado,לבית,טקסטיל ועיצוב הבית,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574202
DELI VINO,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,מרכז,no,1,1500,,https://buyme.co.il/supplier/17574194
GLO jewelries,אופנה ושופינג,תכשיטים ושעונים,"ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17574214
LA MONTIA,מלונות ונופש,"וילות, צימרים ואירוח",ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574199
LE- house of asia,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,מרכז,no,1,1500,Le Classic (400); Le veggie (350); Le baby (240),https://buyme.co.il/supplier/17574211
RAY,חוויות|לגוף ולנפש,גיפט קארד לחוויות משותפות,מרכז|צפון,no,1,1500,,https://buyme.co.il/supplier/17574233
Roomi,לבית,טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574231
SWEETWEET,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים",סניפים בפריסה ארצית,yes,1,1500,,https://buyme.co.il/supplier/17574196
TULA,אופנה ושופינג,אופנת בוטיק ישראלית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574230
היכל התרבות - איירפורט סיטי,,,"ת""א והסביבה|ירושלים והסביבה|מרכז",no,1,1001,כרטיס כניסה יחיד (99); זוג כרטיסים להצגה (179); מיני מנוי (320),https://buyme.co.il/supplier/2459692
valittu,לבית|טיפוח ויופי,טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574205
ASK Q,חוויות,גיפט קארד לחוויות משותפות,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574287
We Love Plants,לבית,פרחים וצמחיה,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574210
BARBIZ,טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574238
ZO TLV,מסעדות וקולינריה,מסעדות שף,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574188
Botany,,,סניפים בפריסה ארצית|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574173
בל בוי ובטלר,מסעדות וקולינריה|חוויות,מסעדות ומזון מהיר|חנויות קולינריה ואלכוהול,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574224
chen keidar,אופנה ושופינג,אופנת בוטיק ישראלית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574280
JEM'S,מסעדות וקולינריה|חוויות,מסעדות ומזון מהיר|חנויות קולינריה ואלכוהול|מסעדות כשרות,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17574190
GAL GONEN,,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574279
דיזנגוף 223,מסעדות וקולינריה,חנויות קולינריה ואלכוהול|חוויות קולינריות,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574223
Happy Hempy,אופנה ושופינג,נעליים ותיקים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574247
הבית בלימן,מלונות ונופש,מלונות בוטיק,צפון,no,1,1500,,https://buyme.co.il/supplier/17574184
INCENSE,,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574237
המדריך לתיכוניסט - ליאל אלי,סדנאות והעשרה|לגוף ולנפש,העשרה|סדנאות והעשרה,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574192
INK HOTEL,מלונות ונופש,מלונות בוטיק,"ת""א והסביבה",no,1,1500,"לינה בחדר אורבן לילה אחד וארוחת בוקר -אמצ""ש (1000); לינה בחדר אורבן לילה אחד וארוחת בוקר כל ימות השבוע (1600); לינה בחדר סופריור לילה אחד וארוחת בוקר- אמצ""ש (1200)",https://buyme.co.il/supplier/17574225
medical spa center,ספא וימי כיף|חוויות|לגוף ולנפש,ספא וימי כיף,דרום,no,1,1500,טיפול שוודי- יחיד (295); טיפול שוודי- זוגי (590); טיפול אבנים חמות\כוסות רוח- יחיד (369),https://buyme.co.il/supplier/17574281
זוטא,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,צפון|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574185
MENT TO DRIVE,חדש על המדף|חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|חוויות אקסטרים|סדנאות וקורסים|סדנאות והעשרה,השרון והסביבה,no,1,1500,סדנה זוגית (1700); סדנה קבוצתית (2000),https://buyme.co.il/supplier/17574251
טיטניום,אופנה ושופינג,נעליים ותיקים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574217
mermaids house,חוויות,,צפון,no,1,1500,,https://buyme.co.il/supplier/17574267
לה פטיסייר,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים",ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574176
מיני סטייליש,תינוקות וילדים|אופנה ושופינג,נעליים ותיקים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574186
Minded – House of Wellness,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17574260
מלון MOA,מלונות ונופש,מלונות בוטיק,דרום,no,1,1500,,https://buyme.co.il/supplier/17574183
Oliere Paris,,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574293
מלון כרמלה בוטיק חיפה,מלונות ונופש,מלונות בוטיק,צפון|חיפה והסביבה,no,1,1500,לינה עם ארוחת בוקר וספא 45 דקות לזוג - אמצע שבוע (1456); עיסוי רקמות עמוק 45 דקות-אישי (350); עיסוי רקמות עמוק 60 דקות - אישי (400),https://buyme.co.il/supplier/17574197
OPA! skyfield,מחבקים מילואימניקים|חוויות,גיפט קארד לחוויות משותפות|חוויות אקסטרים,"ת""א והסביבה|מימוש אונליין",yes,1,1500,חבילת האמיצים (360); חבילת המטורפים (560); חבילת המתחילים (120),https://buyme.co.il/supplier/17574235
ממילא ויו - אורבן,,,ירושלים והסביבה,no,1,1500,סוויטה זוגית סוף שבוע (1444); סוויטה זוגית אמצע שבוע (1278); יחידה זוגית סוף שבוע (978),https://buyme.co.il/supplier/17574181
Redefine Hair,,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574268
מסעדת בון גוסטו,מסעדות וקולינריה,מסעדות ומזון מהיר,מרכז|השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574182
מרינה דלאל,מסעדות וקולינריה,מסעדות שף,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574187
Signet Collection,אופנה ושופינג,תכשיטים ושעונים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574263
סלון יווני,מסעדות וקולינריה,מסעדות שף|מסעדות ומזון מהיר,מרכז|צפון|ירושלים והסביבה|השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574209
SORA SPA,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,,no,1,1500,עיסוי זוגי וארוחת בוקר (890); עיסוי יחיד וארוחת בוקר (450); עיסוי זוגי (690),https://buyme.co.il/supplier/17574252
ספא בריאה,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,צפון,no,1,1500,,https://buyme.co.il/supplier/17574208
Spotlight Podcasts,מחבקים מילואימניקים|חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|העשרה|סדנאות והעשרה,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574282
עיינות ספיר,מלונות ונופש,"וילות, צימרים ואירוח",ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574201
Terratiles studio,לבית,ריהוט,,no,1,1500,,https://buyme.co.il/supplier/17574298
TFU TFU,אופנה ושופינג,אופנת בוטיק ישראלית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574277
FANTASTIC,מסעדות וקולינריה|חוויות,מסעדות ומזון מהיר,"ת""א והסביבה",no,1,1500,ארוחת טעימות זוגית בפנטסטיק (700),https://buyme.co.il/supplier/17574222
WLNS CLUB,לגוף ולנפש,,"ת""א והסביבה",no,1,1500,Single WLNS Flow (185); WLNS for 2 (320); כרטיסייה שנתית - 10 כניסות (1350),https://buyme.co.il/supplier/17574265
קופסא מהשוק - BY חן קורן,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574213
WORLD8,חוויות,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574250
Adam Hotels,מלונות ונופש,מלונות בפריסה ארצית,"ת""א והסביבה|אילת והערבה",no,1,1500,,https://buyme.co.il/supplier/17574179
YOOZ,מחבקים מילואימניקים|לבית|תינוקות וילדים,כלי בישול ומטבח,מימוש אונליין,yes,1,1500,מארז Eco-Style ספל תרמי ענק וקופסת אוכל בוואקום (175),https://buyme.co.il/supplier/17574295
ארטפון,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17574285
בייבי בוס טקסטיל,תינוקות וילדים,עגלות ומנשאים|טקסטיל ועיצוב חדרי ילדים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574236
GADE,טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573644
HOLYLAND CIVILIANS,לגוף ולנפש|אופנה ושופינג,אופנת בוטיק ישראלית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574257
ליליה,לבית,טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573862
מילה חיפה,מלונות ונופש|חוויות,מלונות בוטיק,חיפה והסביבה,no,1,1500,2 לילות לחדר כרמל באמצע שבוע (1400),https://buyme.co.il/supplier/17574243
נטורפוד,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574174
קפה בסיבוב,מחבקים מילואימניקים|מסעדות וקולינריה,בתי קפה,"דרום|אשקלון, אשדוד והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574218
קפה הצבי,מסעדות וקולינריה,מסעדות ומזון מהיר,השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574246
VANIGLIA ICE CREAM,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים",סניפים בפריסה ארצית,no,1,1500,מארז חצי קילו (72); מארז קילו (118),https://buyme.co.il/supplier/17574220
Mashya,מסעדות וקולינריה,מסעדות שף,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/1146565
תאי צ'ו,מסעדות וקולינריה,מסעדות ומזון מהיר,פתח תקווה ובקעת אונו,no,1,1500,,https://buyme.co.il/supplier/17574253
CAPRI,מסעדות וקולינריה,מסעדות שף,השרון והסביבה|מרכז,no,1,1500,,https://buyme.co.il/supplier/17574303
ADSEA,אופנה ושופינג,תכשיטים ושעונים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574294
בית המלאכה לקדרות,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,צפון,no,1,1500,,https://buyme.co.il/supplier/17574307
ERA ACTIVE,אופנה ושופינג,בגדי ספורט,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574308
ÉVE PROMETICS,טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574297
HUB-ility,לבית,טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574204
גיליגולי,סדנאות והעשרה|תינוקות וילדים,יועצים|סדנאות וקורסים|ייעוץ וסדנאות להורים,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574315
הגפן - חצר יין מקומי,מסעדות וקולינריה|חוויות,מסעדות ומזון מהיר|חנויות קולינריה ואלכוהול,"ת""א והסביבה|מרכז",no,1,1500,,https://buyme.co.il/supplier/17574312
הסוד - ספריית יין מקומית,מסעדות וקולינריה|חוויות,חנויות קולינריה ואלכוהול,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574311
יהלומי הבורסה,אופנה ושופינג,תכשיטים ושעונים,מרכז|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574296
ליטל לוין,סדנאות והעשרה|תינוקות וילדים,יועצים|ייעוץ וסדנאות להורים,,no,1,1500,,https://buyme.co.il/supplier/17574316
HOME DECOR,לבית,ריהוט,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574219
Start Home,מחבקים מילואימניקים|לבית,טקסטיל ועיצוב הבית|כלי בישול ומטבח,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574306
Brasseri 18,מסעדות וקולינריה,מסעדות ומזון מהיר,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574324
בירליך בירה מקיבוץ מנרה,מסעדות וקולינריה|חוויות,יקבים ומבשלות|חנויות קולינריה ואלכוהול|יקבים ומבשלות,הגליל והגולן|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574302
Buona Casa,לבית,טקסטיל ועיצוב הבית|ריהוט,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574245
Shiree Odiz,אופנה ושופינג,תכשיטים ושעונים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574309
charme tlv,חוויות|סדנאות והעשרה,גיפט קארד לחוויות משותפות|סדנאות והעשרה|העשרה,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574336
הודיה טיבר,סדנאות והעשרה|תינוקות וילדים,יועצים|סדנאות וקורסים|ייעוץ וסדנאות להורים,,no,1,1500,,https://buyme.co.il/supplier/17574319
ClaylaTLV,חוויות|סדנאות והעשרה,גיפט קארד לחוויות משותפות|סדנאות והעשרה|העשרה,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574334
Daphne Skin,,,"ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17574304
LILY ROSE,טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574323
MIADERA HOME,לבית|תינוקות וילדים,ריהוט|ריהוט חדרי ילדים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574310
MIRZA,אופנה ושופינג,אופנת בוטיק ישראלית,מרכז|השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/17574056
Mr. Pretzels,מסעדות וקולינריה,"מסעדות ומזון מהיר|קונדיטוריות, קינוחים ומתוקים",סניפים בפריסה ארצית,no,1,1500,בייטס (בגודל M) - ביסוני פרצל חמים בשלל ציפויים ישר מהתנור (42); צ'יזי נאגטס (בגודל M)- ביסוני פרצל ממולאים בגבינה צהובה נמסה (44); פרצל פרימיום (24),https://buyme.co.il/supplier/17574326
OTILYAS,אופנה ושופינג,תכשיטים ושעונים,"ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17574317
Playground Restaurant,מסעדות וקולינריה,מסעדות ומזון מהיר,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574322
The Nest Shop,תינוקות וילדים|אופנה ושופינג,בגדי ילדים ותינוקות|בגדי ילדים ותינוקות,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574147
אופייה ישראל,לבית,חשמל ואלקטרוניקה,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574241
בייבי שירי- פשוט להתפתח בכיף,חדש על המדף|סדנאות והעשרה|לגוף ולנפש|תינוקות וילדים,סדנאות והעשרה|ייעוץ וסדנאות להורים,"ת""א והסביבה|מודיעין, השפלה והסביבה|סניפים בפריסה ארצית",no,1,1500,,https://buyme.co.il/supplier/17574345
מדילנד,תינוקות וילדים,צעצועים,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574283
מלון בוטיק דוריה,מלונות ונופש,מלונות בוטיק,,no,1,1500,,https://buyme.co.il/supplier/17574325
מלונות גולדן קראון,מלונות ונופש,מלונות בוטיק,חיפה והסביבה,no,1,1500,"חבילת עיסוי זוגית (1200); חופשה אורבנית – סופ""ש (1100); חבילת לינה זוגית פרמיום - סופ""ש (1050)",https://buyme.co.il/supplier/17574275
משלוחה,חדש על המדף|מסעדות וקולינריה,מסעדות ומזון מהיר|חנויות קולינריה ואלכוהול,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574258
רוזה אשדוד,מסעדות וקולינריה,מסעדות ומזון מהיר,"אשקלון, אשדוד והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574274
קפה אניצ'ה,חדש על המדף|מסעדות וקולינריה,בתי קפה,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17574370
ASAF & TOMER,חדש על המדף,,"ת""א והסביבה|פתח תקווה ובקעת אונו|מרכז",no,1,1500,,https://buyme.co.il/supplier/17574379
CARLTON Tel Aviv,חדש על המדף|מלונות ונופש,,"ת""א והסביבה|השרון והסביבה",no,1,1500,ארוחת בוקר + מסאז' ליחיד (590); ארוחת בוקר + מסאז' לזוג (1180),https://buyme.co.il/supplier/17574376
CEZAR,מסעדות וקולינריה,,"מודיעין, השפלה והסביבה|מרכז",no,1,1500,,https://buyme.co.il/supplier/17574375
CUE,חדש על המדף,,"ת""א והסביבה|מרכז",no,1,1500,,https://buyme.co.il/supplier/17574365
DOLĆE MILA,חדש על המדף|מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים","ת""א והסביבה|מרכז",no,1,1500,,https://buyme.co.il/supplier/17574391
FLYBYFLY,חדש על המדף|תינוקות וילדים,בגדי ילדים ותינוקות,הנגב|דרום|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574343
ForeverTold,חדש על המדף|סדנאות והעשרה,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574384
GOOM,חדש על המדף|טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574338
inhale exhale,חדש על המדף|אופנה ושופינג,בגדי ספורט,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574385
LULU Baby,חדש על המדף|תינוקות וילדים,עגלות ומנשאים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574364
Daisy mei,חדש על המדף|תינוקות וילדים,טקסטיל ועיצוב חדרי ילדים|בגדי ילדים ותינוקות|ריהוט חדרי ילדים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574335
MOY,חדש על המדף|תינוקות וילדים|אופנה ושופינג,בגדי ילדים ותינוקות|בגדי ילדים ותינוקות,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574262
YRA,חדש על המדף|לגוף ולנפש|טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574329
Noam Outdoors,חדש על המדף|מחבקים מילואימניקים,,אילת והערבה|הנגב|דרום,no,1,1500,טיול ג'יפים של שעתיים (990); פעילות סנפלינג על מצוק מכתש רמון (990),https://buyme.co.il/supplier/17574393
אסטרל אילת,מלונות ונופש,,אילת והערבה,no,,,,https://buyme.co.il/supplier/17573972
NOFAR MOR,חדש על המדף|טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574346
PROMISE,חדש על המדף|טיפוח ויופי,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17574357
A DAY IN A LIFE,חדש על המדף|חוויות|סדנאות והעשרה,גיפט קארד לחוויות משותפות|סדנאות והעשרה,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17574333
